qid,scenario,type,question,as_of,gold_answer,answer,auto_verdict,auto_reason,human_verdict,human_note,gold_evidence,retrieved,gold_evidence_recall,latency_ms,tokens_in,tokens_out,error
Q024,robot,temporal_locate,3月5日上午前台苏婷说打印耗材放在哪里？,2026-03-31T20:00:00,打印纸和硒鼓都在 3F 储物间。,"根据记忆中的记录：
[2026-03-05T10:10:00] 前台-苏婷：打印纸和硒鼓都在 3F 储物间，需要的时候让 RB-07 去取。
[2026-03-21T09:30:00] 前台-苏婷：行政把耗材从 3F 储物间搬到 2F 储物间了，以后取件去 2F。
[2026-03-19T14:30:00] 前台-苏婷：林工又来了，这次找郑昊，RB-07 带他上 3F。
[2026-03-03T10:28:00] 前台-苏婷：RB-07 今天看着挺利索的，没在门口卡住。
[2026-03-19T10:25:00] 前台-苏婷：RB-07 今天看着挺利索的，没在门口卡住。
[2026-03-21T10:27:00] 前台-苏婷：RB-07 今天看着挺利索的，没在门口卡住。
[2026-03-25T10:23:00] 前台-苏婷：RB-07 今天看着挺利索的，没在门口卡住。
[2026-03-28T10:29:00] 前台-苏婷：RB-07 今天看着挺利索的，没在门口卡住。",对,命中全部关键事实,,,rob-d04-01,rob-d04-01 rob-d20-01 rob-d18-01 rob-d02-04 rob-d18-05 rob-d20-06 rob-d24-06 rob-d27-02,1.0,0.99,20,221,
Q033,robot,fact_change,RB-07 现在的充电桩在什么位置？,2026-03-31T20:00:00,B1 层西侧，靠近楼梯间。,"根据记忆中的记录：
[2026-03-08T18:15:00] RB-07：返回 B1 东侧充电桩，开始充电。
[2026-03-14T18:30:00] RB-07：返回 B1 西侧充电桩，开始充电。
[2026-03-14T18:13:00] RB-07：返回充电桩，开始充电，当前电量 23%。
[2026-03-19T18:09:00] RB-07：返回充电桩，开始充电，当前电量 23%。
[2026-03-20T18:16:00] RB-07：返回充电桩，开始充电，当前电量 23%。
[2026-03-21T18:08:00] RB-07：返回充电桩，开始充电，当前电量 23%。
[2026-03-25T18:03:00] RB-07：返回充电桩，开始充电，当前电量 23%。
[2026-03-28T18:14:00] RB-07：返回充电桩，开始充电，当前电量 23%。",错,把已失效的旧值当成现行事实陈述：东侧,,,rob-d13-01 rob-d28-01,rob-d07-01 rob-d13-02 rob-d13-03 rob-d18-04 rob-d19-02 rob-d20-04 rob-d24-05 rob-d27-04,0.0,0.7,13,169,
Q034,robot,fact_change,打印耗材现在存放在哪里？,2026-03-31T20:00:00,2F 储物间。,"根据记忆中的记录：
[2026-03-05T10:10:00] 前台-苏婷：打印纸和硒鼓都在 3F 储物间，需要的时候让 RB-07 去取。
[2026-03-21T09:30:00] 前台-苏婷：行政把耗材从 3F 储物间搬到 2F 储物间了，以后取件去 2F。
[2026-03-08T11:30:00] RB-07：告警 E-204：左前轮打滑，在 1F 大厅湿滑地面上原地空转了约 5 秒。
[2026-03-08T11:50:00] 工程师-郑昊：收到 E-204 告警，已现场处理并记录。
[2026-03-16T16:40:00] 工程师-郑昊：收到 E-311 告警，已现场处理并记录。
[2026-03-25T09:00:00] 工程师-郑昊：收到 E-508 告警，已现场处理并记录。
[2026-03-03T17:25:00] RB-07：今日累计行驶 4.2 公里，任务完成率 100%。
[2026-03-04T17:30:00] RB-07：今日累计行驶 4.2 公里，任务完成率 100%。",错,把已失效的旧值当成现行事实陈述：3F,,,rob-d20-01 rob-d24-01,rob-d04-01 rob-d20-01 rob-d07-02 rob-d07-03 rob-d15-03 rob-d24-03 rob-d02-03 rob-d03-05,0.5,0.53,12,215,
Q035,robot,fact_change,郑昊现在的工位在哪里？,2026-03-31T20:00:00,3F-C03。,"根据记忆中的记录：
[2026-03-12T09:20:00] 工程师-郑昊：我搬工位了，从 2F-A12 换到 3F-C03，以后东西送 3F。
[2026-03-08T11:50:00] 工程师-郑昊：收到 E-204 告警，已现场处理并记录。
[2026-03-16T16:40:00] 工程师-郑昊：收到 E-311 告警，已现场处理并记录。
[2026-03-25T09:00:00] 工程师-郑昊：收到 E-508 告警，已现场处理并记录。
[2026-03-02T16:53:00] 工程师-郑昊：看了下日志，今天没有异常告警。
[2026-03-04T16:51:00] 工程师-郑昊：看了下日志，今天没有异常告警。
[2026-03-07T16:54:00] 工程师-郑昊：看了下日志，今天没有异常告警。
[2026-03-15T16:57:00] 工程师-郑昊：看了下日志，今天没有异常告警。",错,把已失效的旧值当成现行事实陈述：A12,,,rob-d11-01 rob-d27-01,rob-d11-01 rob-d07-03 rob-d15-03 rob-d24-03 rob-d01-02 rob-d03-02 rob-d06-05 rob-d14-03,0.5,0.42,11,204,
Q036,robot,fact_change,截至3月10日，RB-07 的充电桩在什么位置？,2026-03-10T20:00:00,B1 层东侧，靠近货梯（3 月 14 日才挪到西侧）。,"根据记忆中的记录：
[2026-03-05T10:10:00] 前台-苏婷：打印纸和硒鼓都在 3F 储物间，需要的时候让 RB-07 去取。
[2026-03-03T11:18:00] RB-07：在 1F 大厅巡航，识别到 3 名行人，已减速避让。
[2026-03-06T11:19:00] RB-07：在 1F 大厅巡航，识别到 3 名行人，已减速避让。
[2026-03-07T11:24:00] RB-07：在 1F 大厅巡航，识别到 3 名行人，已减速避让。
[2026-03-10T11:21:00] RB-07：在 1F 大厅巡航，识别到 3 名行人，已减速避让。
[2026-03-08T18:15:00] RB-07：返回 B1 东侧充电桩，开始充电。
[2026-03-02T18:20:00] RB-07：任务结束，返回 B1 东侧充电桩，开始充电。
[2026-03-03T14:10:00] RB-07：配送任务：文件袋一个，收件人 工程师-郑昊，送达 2F-A12。",对,命中现行事实，且未把旧值当成现行,,,rob-d01-01 rob-d07-01,rob-d04-01 rob-d02-05 rob-d05-02 rob-d06-06 rob-d09-04 rob-d07-01 rob-d01-01 rob-d02-01,1.0,0.31,17,207,
Q045,robot,cross_session,RB-07 这个月出现过几次告警？分别是什么？,2026-03-31T20:00:00,3 次：3 月 8 日 E-204 左前轮打滑、3 月 16 日 E-311 激光雷达积尘、3 月 25 日 E-508 电池健康度告警。,"根据记忆中的记录：
[2026-03-08T11:50:00] 工程师-郑昊：收到 E-204 告警，已现场处理并记录。
[2026-03-16T16:40:00] 工程师-郑昊：收到 E-311 告警，已现场处理并记录。
[2026-03-25T09:00:00] 工程师-郑昊：收到 E-508 告警，已现场处理并记录。
[2026-03-04T09:52:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-05T09:56:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-08T09:57:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-10T09:46:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-11T09:52:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。",对,命中全部关键事实,,,rob-d07-02 rob-d15-02 rob-d24-02,rob-d07-03 rob-d15-03 rob-d24-03 rob-d03-03 rob-d04-04 rob-d07-06 rob-d09-02 rob-d10-02,0.0,0.64,18,230,
Q046,robot,cross_session,访客林工来过几次？每次分别去了哪里？,2026-03-31T20:00:00,2 次：3 月 7 日由 RB-07 从 1F 前台引导到 2F 会议室；3 月 19 日引导到 3F-C03 找郑昊。,"根据记忆中的记录：
[2026-03-19T14:35:00] RB-07：引导任务开始：访客-林工，1F 前台 → 3F-C03。
[2026-03-07T10:05:00] RB-07：引导任务开始：访客-林工，1F 前台 → 2F 会议室。
[2026-03-19T14:30:00] 前台-苏婷：林工又来了，这次找郑昊，RB-07 带他上 3F。
[2026-03-07T10:00:00] 前台-苏婷：林工到了，RB-07 带他去 2F 会议室。
[2026-03-04T09:52:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-05T09:56:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-08T09:57:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-10T09:46:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。",对,命中全部关键事实,,,rob-d06-01 rob-d06-02 rob-d18-01 rob-d18-02,rob-d18-02 rob-d06-02 rob-d18-01 rob-d06-01 rob-d03-03 rob-d04-04 rob-d07-06 rob-d09-02,1.0,0.58,18,222,
Q047,robot,cross_session,给郑昊送东西的地点前后有什么不同？为什么会变？,2026-03-31T20:00:00,3 月 3 日送到 2F-A12；3 月 12 日他搬工位后，3 月 16 日和 3 月 28 日都送到 3F-C03。,"根据记忆中的记录：
[2026-03-12T09:20:00] 工程师-郑昊：我搬工位了，从 2F-A12 换到 3F-C03，以后东西送 3F。
[2026-03-03T14:10:00] RB-07：配送任务：文件袋一个，收件人 工程师-郑昊，送达 2F-A12。
[2026-03-16T14:05:00] RB-07：配送任务：备件盒一个，收件人 工程师-郑昊，送达 3F-C03。
[2026-03-28T10:40:00] RB-07：配送任务：签字文件一份，收件人 工程师-郑昊，送达 3F-C03。
[2026-03-14T09:00:00] 工程师-郑昊：B1 东侧要做管道改造，充电桩今天挪到 B1 西侧楼梯间旁边，地图已经更新。
[2026-03-02T16:53:00] 工程师-郑昊：看了下日志，今天没有异常告警。
[2026-03-04T16:51:00] 工程师-郑昊：看了下日志，今天没有异常告警。
[2026-03-07T16:54:00] 工程师-郑昊：看了下日志，今天没有异常告警。",对,命中全部关键事实,,,rob-d02-01 rob-d11-01 rob-d15-01 rob-d27-01,rob-d11-01 rob-d02-01 rob-d15-01 rob-d27-01 rob-d13-01 rob-d01-02 rob-d03-02 rob-d06-05,1.0,0.8,23,236,
Q048,robot,cross_session,这个月办公楼里一共发生了哪些位置变更？,2026-03-31T20:00:00,3 项：3 月 12 日郑昊工位 2F-A12→3F-C03；3 月 14 日充电桩 B1 东侧→西侧；3 月 21 日打印耗材 3F 储物间→2F 储物间。,"根据记忆中的记录：
[2026-03-16T16:20:00] RB-07：告警 E-311：激光雷达镜面积尘，测距置信度下降到 0.62，触发降速。
[2026-03-14T09:00:00] 工程师-郑昊：B1 东侧要做管道改造，充电桩今天挪到 B1 西侧楼梯间旁边，地图已经更新。
[2026-03-12T09:20:00] 工程师-郑昊：我搬工位了，从 2F-A12 换到 3F-C03，以后东西送 3F。
[2026-03-04T09:52:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-05T09:56:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-08T09:57:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-10T09:46:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-11T09:52:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。",错,缺少关键事实：耗材,,,rob-d11-01 rob-d13-01 rob-d20-01,rob-d15-02 rob-d13-01 rob-d11-01 rob-d03-03 rob-d04-04 rob-d07-06 rob-d09-02 rob-d10-02,0.667,0.69,19,259,
Q057,robot,refusal,RB-07 在 4 楼执行过哪些任务？,2026-03-31T20:00:00,这栋楼在数据中只出现过 B1、1F、2F、3F，没有 4 楼，应指出无相关记录。,"根据记忆中的记录：
[2026-03-03T17:25:00] RB-07：今日累计行驶 4.2 公里，任务完成率 100%。
[2026-03-04T17:30:00] RB-07：今日累计行驶 4.2 公里，任务完成率 100%。
[2026-03-06T17:34:00] RB-07：今日累计行驶 4.2 公里，任务完成率 100%。
[2026-03-13T17:25:00] RB-07：今日累计行驶 4.2 公里，任务完成率 100%。
[2026-03-16T17:31:00] RB-07：今日累计行驶 4.2 公里，任务完成率 100%。
[2026-03-17T17:26:00] RB-07：今日累计行驶 4.2 公里，任务完成率 100%。
[2026-03-18T17:32:00] RB-07：今日累计行驶 4.2 公里，任务完成率 100%。
[2026-03-22T17:30:00] RB-07：今日累计行驶 4.2 公里，任务完成率 100%。",错,没有明确表示不知道/无相关记录,,,,rob-d02-03 rob-d03-05 rob-d05-01 rob-d12-02 rob-d15-05 rob-d16-02 rob-d17-02 rob-d21-03,,0.5,12,173,
Q058,robot,refusal,RB-07 的固件版本号是多少？,2026-03-31T20:00:00,数据中只提到导航地图版本 v3.2，从未提到固件版本，应明确表示不知道，不得拿地图版本冒充。,"根据记忆中的记录：
[2026-03-02T08:07:00] RB-07：系统自检完成，电量 98%，导航地图版本 v3.2。
[2026-03-04T08:12:00] RB-07：系统自检完成，电量 98%，导航地图版本 v3.2。
[2026-03-06T08:09:00] RB-07：系统自检完成，电量 98%，导航地图版本 v3.2。
[2026-03-07T08:17:00] RB-07：系统自检完成，电量 98%，导航地图版本 v3.2。
[2026-03-08T08:04:00] RB-07：系统自检完成，电量 98%，导航地图版本 v3.2。
[2026-03-09T08:12:00] RB-07：系统自检完成，电量 98%，导航地图版本 v3.2。
[2026-03-12T08:05:00] RB-07：系统自检完成，电量 98%，导航地图版本 v3.2。
[2026-03-14T08:14:00] RB-07：系统自检完成，电量 98%，导航地图版本 v3.2。",错,编造了数据中不存在的内容：v3.2、3.2,,,,rob-d01-03 rob-d03-04 rob-d05-03 rob-d06-03 rob-d07-04 rob-d08-04 rob-d11-02 rob-d13-06,,0.46,11,189,
Q059,robot,refusal,前台苏婷的工位编号是多少？,2026-03-31T20:00:00,数据中只给出了郑昊的工位编号，没有苏婷的，应明确表示没有记录。,"根据记忆中的记录：
[2026-03-04T09:52:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-05T09:56:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-08T09:57:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-10T09:46:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-11T09:52:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-12T09:47:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-16T09:43:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-20T09:55:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。",错,没有明确表示不知道/无相关记录,,,,rob-d03-03 rob-d04-04 rob-d07-06 rob-d09-02 rob-d10-02 rob-d11-04 rob-d15-04 rob-d19-04,,0.76,13,249,
Q060,robot,refusal,RB-07 这个月更换过电池吗？,2026-03-31T20:00:00,数据中只有 3 月 25 日的电池健康度告警（E-508），没有任何更换电池的记录，应说明未见更换记录。,"根据记忆中的记录：
[2026-03-25T08:40:00] RB-07：告警 E-508：电池健康度告警，容量衰减至标称值的 81%。
[2026-03-04T09:52:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-05T09:56:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-08T09:57:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-10T09:46:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-11T09:52:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-12T09:47:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。
[2026-03-16T09:43:00] 前台-苏婷：有访客问这个机器人是干嘛的，我说是送文件的。",错,没有明确表示不知道/无相关记录,,,,rob-d24-02 rob-d03-03 rob-d04-04 rob-d07-06 rob-d09-02 rob-d10-02 rob-d11-04 rob-d15-04,,0.71,11,246,
